timestamp_ms,equity,timestamp
1720250460000,0.0099054900,2024-07-06T07:21:00+00:00
1720250520000,65.1340073100,2024-07-06T07:22:00+00:00
1720250580000,65.1343673100,2024-07-06T07:23:00+00:00
1720250640000,65.1345473100,2024-07-06T07:24:00+00:00
1720250700000,-4010.7817007400,2024-07-06T07:25:00+00:00
1720250760000,-4011.3928800000,2024-07-06T07:26:00+00:00
1720250820000,-4011.3928800000,2024-07-06T07:27:00+00:00
1720250880000,-4011.3928800000,2024-07-06T07:28:00+00:00
1720250940000,-4011.3928800000,2024-07-06T07:29:00+00:00
1720251000000,-4011.3928800000,2024-07-06T07:30:00+00:00
1720251060000,-4011.3928800000,2024-07-06T07:31:00+00:00
1720251120000,-4011.3829537200,2024-07-06T07:32:00+00:00
1720251180000,-3946.1658378150,2024-07-06T07:33:00+00:00
1720251240000,-3946.1660378150,2024-07-06T07:34:00+00:00
1720251300000,-8857.6552684350,2024-07-06T07:35:00+00:00
1720251360000,-8858.2532023550,2024-07-06T07:36:00+00:00
1720251420000,-8858.2433362650,2024-07-06T07:37:00+00:00
1720251480000,-8793.0667125850,2024-07-06T07:38:00+00:00
1720251540000,-8793.0663625850,2024-07-06T07:39:00+00:00
1720251600000,-8793.0660625850,2024-07-06T07:40:00+00:00
1720251660000,-8793.0659625850,2024-07-06T07:41:00+00:00
1720251720000,-8793.0662125850,2024-07-06T07:42:00+00:00
1720251780000,-8793.0664625850,2024-07-06T07:43:00+00:00
1720251840000,-8793.0664125850,2024-07-06T07:44:00+00:00
1720251900000,-8793.048166855000000000000000,2024-07-06T07:45:00+00:00
1720251960000,-8663.829186272349869451697128,2024-07-06T07:46:00+00:00
1720252020000,-8663.829186272349869451697128,2024-07-06T07:47:00+00:00
1720252080000,-8663.829386272349869451697128,2024-07-06T07:48:00+00:00
1720252140000,-8663.829486272349869451697128,2024-07-06T07:49:00+00:00
1720252200000,-8663.829486272349869451697128,2024-07-06T07:50:00+00:00
1720252260000,-13517.60693178234986945169713,2024-07-06T07:51:00+00:00
1720252320000,-13518.17628402234986945169713,2024-07-06T07:52:00+00:00
1720252380000,-13518.17628402234986945169713,2024-07-06T07:53:00+00:00
1720252440000,-13518.17628402234986945169713,2024-07-06T07:54:00+00:00
1720252500000,-13518.17628402234986945169713,2024-07-06T07:55:00+00:00
1720252560000,-13518.17628402234986945169713,2024-07-06T07:56:00+00:00
1720252620000,-13518.17628402234986945169713,2024-07-06T07:57:00+00:00
1720252680000,-13518.17628402234986945169713,2024-07-06T07:58:00+00:00
1720252740000,-13518.17628402234986945169713,2024-07-06T07:59:00+00:00
1720252800000,-13518.16257018234986945169713,2024-07-06T08:00:00+00:00
1720252860000,-13518.76849662234986945169713,2024-07-06T08:01:00+00:00
1720252920000,-13518.76849662234986945169713,2024-07-06T08:02:00+00:00
1720252980000,-13518.76849662234986945169713,2024-07-06T08:03:00+00:00
1720253040000,-13518.76849662234986945169713,2024-07-06T08:04:00+00:00
1720253100000,-13518.76849662234986945169713,2024-07-06T08:05:00+00:00
1720253160000,-13518.76849662234986945169713,2024-07-06T08:06:00+00:00
1720253220000,-13518.76849662234986945169713,2024-07-06T08:07:00+00:00
1720253280000,-13518.76849662234986945169713,2024-07-06T08:08:00+00:00
1720253340000,-13518.76849662234986945169713,2024-07-06T08:09:00+00:00
1720253400000,-13518.76849662234986945169713,2024-07-06T08:10:00+00:00
1720253460000,-13518.76849662234986945169713,2024-07-06T08:11:00+00:00
1720253520000,-13518.76849662234986945169713,2024-07-06T08:12:00+00:00
1720253580000,-13518.76849662234986945169713,2024-07-06T08:13:00+00:00
1720253640000,-13518.76849662234986945169713,2024-07-06T08:14:00+00:00
1720253700000,-13518.76849662234986945169713,2024-07-06T08:15:00+00:00
1720253760000,-13518.76849662234986945169713,2024-07-06T08:16:00+00:00
1720253820000,-13518.76849662234986945169713,2024-07-06T08:17:00+00:00
1720253880000,-13518.76849662234986945169713,2024-07-06T08:18:00+00:00
1720253940000,-13518.75477333234986945169713,2024-07-06T08:19:00+00:00
1720254000000,-13519.37958087234986945169713,2024-07-06T08:20:00+00:00
1720254060000,-13519.37958087234986945169713,2024-07-06T08:21:00+00:00
1720254120000,-13519.37958087234986945169713,2024-07-06T08:22:00+00:00
1720254180000,-13519.36581369734986945169713,2024-07-06T08:23:00+00:00
1720254240000,-13519.98847848234986945169713,2024-07-06T08:24:00+00:00
1720254300000,-13519.98847848234986945169713,2024-07-06T08:25:00+00:00
1720254360000,-13519.98847848234986945169713,2024-07-06T08:26:00+00:00
1720254420000,-13519.98847848234986945169713,2024-07-06T08:27:00+00:00
1720254480000,-13519.98847848234986945169713,2024-07-06T08:28:00+00:00
1720254540000,-13519.98847848234986945169713,2024-07-06T08:29:00+00:00
1720254600000,-13519.97848993734986945169713,2024-07-06T08:30:00+00:00
1720254660000,-13454.72804057734986945169713,2024-07-06T08:31:00+00:00
1720254720000,-13454.72789057734986945169713,2024-07-06T08:32:00+00:00
1720254780000,-18391.89942627734986945169713,2024-07-06T08:33:00+00:00
1720254840000,-18392.50421127734986945169713,2024-07-06T08:34:00+00:00
1720254900000,-18392.49036027734986945169713,2024-07-06T08:35:00+00:00
1720254960000,-18393.11841857734986945169713,2024-07-06T08:36:00+00:00
1720255020000,-18393.11841857734986945169713,2024-07-06T08:37:00+00:00
1720255080000,-18393.11841857734986945169713,2024-07-06T08:38:00+00:00
1720255140000,-18393.10836187734986945169713,2024-07-06T08:39:00+00:00
1720255200000,-18327.84866500234986945169713,2024-07-06T08:40:00+00:00
1720255260000,-23267.18519310234986945169713,2024-07-06T08:41:00+00:00
1720255320000,-24725.19353463234986945169713,2024-07-06T08:42:00+00:00
1720255380000,-24725.19619213234986945169713,2024-07-06T08:43:00+00:00
1720255440000,-24725.21479463234986945169713,2024-07-06T08:44:00+00:00
1720255500000,-24725.25199963234986945169713,2024-07-06T08:45:00+00:00
1720255560000,-24725.25199963234986945169713,2024-07-06T08:46:00+00:00
1720255620000,-24725.23605463234986945169713,2024-07-06T08:47:00+00:00
1720255680000,-24725.24136963234986945169713,2024-07-06T08:48:00+00:00
1720255740000,-24725.24934213234986945169713,2024-07-06T08:49:00+00:00
1720255800000,-24725.24402713234986945169713,2024-07-06T08:50:00+00:00
1720255860000,-24725.24934213234986945169713,2024-07-06T08:51:00+00:00
1720255920000,-24725.23605463234986945169713,2024-07-06T08:52:00+00:00
1720255980000,-24725.25465713234986945169713,2024-07-06T08:53:00+00:00
1720256040000,-24725.25199963234986945169713,2024-07-06T08:54:00+00:00
1720256100000,-24725.25199963234986945169713,2024-07-06T08:55:00+00:00
1720256160000,-24725.24136963234986945169713,2024-07-06T08:56:00+00:00
1720256220000,-24725.23605463234986945169713,2024-07-06T08:57:00+00:00
1720256280000,-24725.23871213234986945169713,2024-07-06T08:58:00+00:00
1720256340000,-24725.23871213234986945169713,2024-07-06T08:59:00+00:00
1720256400000,-24725.23871213234986945169713,2024-07-06T09:00:00+00:00
1720256460000,-24725.25199963234986945169713,2024-07-06T09:01:00+00:00
1720256520000,-24725.25465713234986945169713,2024-07-06T09:02:00+00:00
1720256580000,-24725.23339713234986945169713,2024-07-06T09:03:00+00:00
1720256640000,-24725.25465713234986945169713,2024-07-06T09:04:00+00:00
1720256700000,-24725.26794463234986945169713,2024-07-06T09:05:00+00:00
1720256760000,-24725.25997213234986945169713,2024-07-06T09:06:00+00:00
1720256820000,-24725.25731463234986945169713,2024-07-06T09:07:00+00:00
1720256880000,-24725.24934213234986945169713,2024-07-06T09:08:00+00:00
1720256940000,-24725.25199963234986945169713,2024-07-06T09:09:00+00:00
1720257000000,-24725.25199963234986945169713,2024-07-06T09:10:00+00:00
1720257060000,-24725.24668463234986945169713,2024-07-06T09:11:00+00:00
1720257120000,-24725.25465713234986945169713,2024-07-06T09:12:00+00:00
1720257180000,-24725.23605463234986945169713,2024-07-06T09:13:00+00:00
1720257240000,-24725.23073963234986945169713,2024-07-06T09:14:00+00:00
1720257300000,-24725.23339713234986945169713,2024-07-06T09:15:00+00:00
1720257360000,-24725.24402713234986945169713,2024-07-06T09:16:00+00:00
1720257420000,-24725.23871213234986945169713,2024-07-06T09:17:00+00:00
1720257480000,-24725.23871213234986945169713,2024-07-06T09:18:00+00:00
1720257540000,-24725.23605463234986945169713,2024-07-06T09:19:00+00:00
1720257600000,-24725.23871213234986945169713,2024-07-06T09:20:00+00:00
1720257660000,-24725.24136963234986945169713,2024-07-06T09:21:00+00:00
1720257720000,-24725.25199963234986945169713,2024-07-06T09:22:00+00:00
1720257780000,-24725.25731463234986945169713,2024-07-06T09:23:00+00:00
1720257840000,-24725.25731463234986945169713,2024-07-06T09:24:00+00:00
1720257900000,-24725.25465713234986945169713,2024-07-06T09:25:00+00:00
1720257960000,-24725.25465713234986945169713,2024-07-06T09:26:00+00:00
1720258020000,-24725.25465713234986945169713,2024-07-06T09:27:00+00:00
1720258080000,-24725.25465713234986945169713,2024-07-06T09:28:00+00:00
1720258140000,-24725.25465713234986945169713,2024-07-06T09:29:00+00:00
1720258200000,-24725.26528713234986945169713,2024-07-06T09:30:00+00:00
1720258260000,-24725.25731463234986945169713,2024-07-06T09:31:00+00:00
1720258320000,-24725.24668463234986945169713,2024-07-06T09:32:00+00:00
1720258380000,-24725.26528713234986945169713,2024-07-06T09:33:00+00:00
1720258440000,-24725.26528713234986945169713,2024-07-06T09:34:00+00:00
1720258500000,-24725.26794463234986945169713,2024-07-06T09:35:00+00:00
1720258560000,-24725.26794463234986945169713,2024-07-06T09:36:00+00:00
1720258620000,-24725.27325963234986945169713,2024-07-06T09:37:00+00:00
1720258680000,-24725.26528713234986945169713,2024-07-06T09:38:00+00:00
1720258740000,-24725.26528713234986945169713,2024-07-06T09:39:00+00:00
1720258800000,-24725.26262963234986945169713,2024-07-06T09:40:00+00:00
1720258860000,-24725.26262963234986945169713,2024-07-06T09:41:00+00:00
1720258920000,-24725.25731463234986945169713,2024-07-06T09:42:00+00:00
1720258980000,-24725.24668463234986945169713,2024-07-06T09:43:00+00:00
1720259040000,-24725.24934213234986945169713,2024-07-06T09:44:00+00:00
1720259100000,-24725.25731463234986945169713,2024-07-06T09:45:00+00:00
1720259160000,-24725.24934213234986945169713,2024-07-06T09:46:00+00:00
1720259220000,-24725.25731463234986945169713,2024-07-06T09:47:00+00:00
1720259280000,-24725.25199963234986945169713,2024-07-06T09:48:00+00:00
1720259340000,-24725.24402713234986945169713,2024-07-06T09:49:00+00:00
1720259400000,-24725.24668463234986945169713,2024-07-06T09:50:00+00:00
1720259460000,-24725.23871213234986945169713,2024-07-06T09:51:00+00:00
1720259520000,-24725.22276713234986945169713,2024-07-06T09:52:00+00:00
1720259580000,-24725.21745213234986945169713,2024-07-06T09:53:00+00:00
1720259640000,-24725.23073963234986945169713,2024-07-06T09:54:00+00:00
1720259700000,-24725.23073963234986945169713,2024-07-06T09:55:00+00:00
1720259760000,-24725.23871213234986945169713,2024-07-06T09:56:00+00:00
1720259820000,-24725.24136963234986945169713,2024-07-06T09:57:00+00:00
1720259880000,-24725.22808213234986945169713,2024-07-06T09:58:00+00:00
1720259940000,-24725.24136963234986945169713,2024-07-06T09:59:00+00:00
1720260000000,-24725.24668463234986945169713,2024-07-06T10:00:00+00:00
1720260060000,-24725.23871213234986945169713,2024-07-06T10:01:00+00:00
1720260120000,-24725.23871213234986945169713,2024-07-06T10:02:00+00:00
1720260180000,-24725.22542463234986945169713,2024-07-06T10:03:00+00:00
1720260240000,-24725.22808213234986945169713,2024-07-06T10:04:00+00:00
1720260300000,-24725.23073963234986945169713,2024-07-06T10:05:00+00:00
1720260360000,-24725.24402713234986945169713,2024-07-06T10:06:00+00:00
1720260420000,-24725.25465713234986945169713,2024-07-06T10:07:00+00:00
1720260480000,-24725.23871213234986945169713,2024-07-06T10:08:00+00:00
1720260540000,-24725.24136963234986945169713,2024-07-06T10:09:00+00:00
1720260600000,-24725.23605463234986945169713,2024-07-06T10:10:00+00:00
1720260660000,-24725.23871213234986945169713,2024-07-06T10:11:00+00:00
1720260720000,-24725.24668463234986945169713,2024-07-06T10:12:00+00:00
1720260780000,-24725.24668463234986945169713,2024-07-06T10:13:00+00:00
1720260840000,-24725.24136963234986945169713,2024-07-06T10:14:00+00:00
1720260900000,-24725.26528713234986945169713,2024-07-06T10:15:00+00:00
1720260960000,-24725.27325963234986945169713,2024-07-06T10:16:00+00:00
1720261020000,-24725.26262963234986945169713,2024-07-06T10:17:00+00:00
1720261080000,-24725.25199963234986945169713,2024-07-06T10:18:00+00:00
1720261140000,-24725.23871213234986945169713,2024-07-06T10:19:00+00:00
1720261200000,-24725.25465713234986945169713,2024-07-06T10:20:00+00:00
1720261260000,-24725.25199963234986945169713,2024-07-06T10:21:00+00:00
1720261320000,-24725.25465713234986945169713,2024-07-06T10:22:00+00:00
1720261380000,-24725.25465713234986945169713,2024-07-06T10:23:00+00:00
1720261440000,-24725.25465713234986945169713,2024-07-06T10:24:00+00:00
1720261500000,-24725.24402713234986945169713,2024-07-06T10:25:00+00:00
1720261560000,-24725.24668463234986945169713,2024-07-06T10:26:00+00:00
1720261620000,-24725.24402713234986945169713,2024-07-06T10:27:00+00:00
1720261680000,-24725.24668463234986945169713,2024-07-06T10:28:00+00:00
1720261740000,-24725.25997213234986945169713,2024-07-06T10:29:00+00:00
1720261800000,-24725.25997213234986945169713,2024-07-06T10:30:00+00:00
1720261860000,-24725.25997213234986945169713,2024-07-06T10:31:00+00:00
1720261920000,-24725.25731463234986945169713,2024-07-06T10:32:00+00:00
1720261980000,-24725.24668463234986945169713,2024-07-06T10:33:00+00:00
1720262040000,-24725.24934213234986945169713,2024-07-06T10:34:00+00:00
1720262100000,-24725.23871213234986945169713,2024-07-06T10:35:00+00:00
1720262160000,-24725.20682213234986945169713,2024-07-06T10:36:00+00:00
1720262220000,-24725.20682213234986945169713,2024-07-06T10:37:00+00:00
1720262280000,-24725.19884963234986945169713,2024-07-06T10:38:00+00:00
1720262340000,-24725.20416463234986945169713,2024-07-06T10:39:00+00:00
1720262400000,-24725.20682213234986945169713,2024-07-06T10:40:00+00:00
1720262460000,-24725.18290463234986945169713,2024-07-06T10:41:00+00:00
1720262520000,-24725.18821963234986945169713,2024-07-06T10:42:00+00:00
1720262580000,-24725.19884963234986945169713,2024-07-06T10:43:00+00:00
1720262640000,-24725.21213713234986945169713,2024-07-06T10:44:00+00:00
1720262700000,-24725.22010963234986945169713,2024-07-06T10:45:00+00:00
1720262760000,-24725.21479463234986945169713,2024-07-06T10:46:00+00:00
1720262820000,-24725.21213713234986945169713,2024-07-06T10:47:00+00:00
1720262880000,-24725.21213713234986945169713,2024-07-06T10:48:00+00:00
1720262940000,-24725.20682213234986945169713,2024-07-06T10:49:00+00:00
1720263000000,-24725.20947963234986945169713,2024-07-06T10:50:00+00:00
1720263060000,-24725.20150713234986945169713,2024-07-06T10:51:00+00:00
1720263120000,-24725.20150713234986945169713,2024-07-06T10:52:00+00:00
1720263180000,-24725.20150713234986945169713,2024-07-06T10:53:00+00:00
1720263240000,-24725.20150713234986945169713,2024-07-06T10:54:00+00:00
1720263300000,-24725.20150713234986945169713,2024-07-06T10:55:00+00:00
1720263360000,-24725.18290463234986945169713,2024-07-06T10:56:00+00:00
1720263420000,-24725.17493213234986945169713,2024-07-06T10:57:00+00:00
1720263480000,-24725.17493213234986945169713,2024-07-06T10:58:00+00:00
1720263540000,-24725.18821963234986945169713,2024-07-06T10:59:00+00:00
1720263600000,-24725.17493213234986945169713,2024-07-06T11:00:00+00:00
1720263660000,-24725.17493213234986945169713,2024-07-06T11:01:00+00:00
1720263720000,-24725.17493213234986945169713,2024-07-06T11:02:00+00:00
1720263780000,-24725.15632963234986945169713,2024-07-06T11:03:00+00:00
1720263840000,-24725.16695963234986945169713,2024-07-06T11:04:00+00:00
1720263900000,-24725.15898713234986945169713,2024-07-06T11:05:00+00:00
1720263960000,-24725.15898713234986945169713,2024-07-06T11:06:00+00:00
1720264020000,-24725.16430213234986945169713,2024-07-06T11:07:00+00:00
1720264080000,-24725.16430213234986945169713,2024-07-06T11:08:00+00:00
1720264140000,-24725.16961713234986945169713,2024-07-06T11:09:00+00:00
1720264200000,-24725.16430213234986945169713,2024-07-06T11:10:00+00:00
1720264260000,-24725.16164463234986945169713,2024-07-06T11:11:00+00:00
1720264320000,-24725.14835713234986945169713,2024-07-06T11:12:00+00:00
1720264380000,-24725.14304213234986945169713,2024-07-06T11:13:00+00:00
1720264440000,-24725.14835713234986945169713,2024-07-06T11:14:00+00:00
1720264500000,-24725.13241213234986945169713,2024-07-06T11:15:00+00:00
1720264560000,-24725.08989213234986945169713,2024-07-06T11:16:00+00:00
1720264620000,-24725.11380963234986945169713,2024-07-06T11:17:00+00:00
1720264680000,-24725.10849463234986945169713,2024-07-06T11:18:00+00:00
1720264740000,-24725.12178213234986945169713,2024-07-06T11:19:00+00:00
1720264800000,-24725.11912463234986945169713,2024-07-06T11:20:00+00:00
1720264860000,-24725.14304213234986945169713,2024-07-06T11:21:00+00:00
1720264920000,-24725.15898713234986945169713,2024-07-06T11:22:00+00:00
1720264980000,-24725.17493213234986945169713,2024-07-06T11:23:00+00:00
1720265040000,-24725.15367213234986945169713,2024-07-06T11:24:00+00:00
1720265100000,-24725.15101463234986945169713,2024-07-06T11:25:00+00:00
1720265160000,-24725.15367213234986945169713,2024-07-06T11:26:00+00:00
1720265220000,-24725.16430213234986945169713,2024-07-06T11:27:00+00:00
1720265280000,-24725.17758963234986945169713,2024-07-06T11:28:00+00:00
1720265340000,-24725.17758963234986945169713,2024-07-06T11:29:00+00:00
1720265400000,-24725.17758963234986945169713,2024-07-06T11:30:00+00:00
1720265460000,-24725.16164463234986945169713,2024-07-06T11:31:00+00:00
1720265520000,-24725.15632963234986945169713,2024-07-06T11:32:00+00:00
1720265580000,-24725.15367213234986945169713,2024-07-06T11:33:00+00:00
1720265640000,-24725.15632963234986945169713,2024-07-06T11:34:00+00:00
1720265700000,-24725.15632963234986945169713,2024-07-06T11:35:00+00:00
1720265760000,-24725.14569963234986945169713,2024-07-06T11:36:00+00:00
1720265820000,-24725.13241213234986945169713,2024-07-06T11:37:00+00:00
1720265880000,-24725.13241213234986945169713,2024-07-06T11:38:00+00:00
1720265940000,-24725.14038463234986945169713,2024-07-06T11:39:00+00:00
1720266000000,-24725.15101463234986945169713,2024-07-06T11:40:00+00:00
1720266060000,-24725.18290463234986945169713,2024-07-06T11:41:00+00:00
1720266120000,-24725.19087713234986945169713,2024-07-06T11:42:00+00:00
1720266180000,-24725.19087713234986945169713,2024-07-06T11:43:00+00:00
1720266240000,-24725.20947963234986945169713,2024-07-06T11:44:00+00:00
1720266300000,-24725.22542463234986945169713,2024-07-06T11:45:00+00:00
1720266360000,-24725.19353463234986945169713,2024-07-06T11:46:00+00:00
1720266420000,-24725.19619213234986945169713,2024-07-06T11:47:00+00:00
1720266480000,-24725.18024713234986945169713,2024-07-06T11:48:00+00:00
1720266540000,-24725.18024713234986945169713,2024-07-06T11:49:00+00:00
1720266600000,-24725.18290463234986945169713,2024-07-06T11:50:00+00:00
1720266660000,-24725.17758963234986945169713,2024-07-06T11:51:00+00:00
1720266720000,-24725.16430213234986945169713,2024-07-06T11:52:00+00:00
1720266780000,-24725.15898713234986945169713,2024-07-06T11:53:00+00:00
1720266840000,-24725.15898713234986945169713,2024-07-06T11:54:00+00:00
1720266900000,-24725.16430213234986945169713,2024-07-06T11:55:00+00:00
1720266960000,-24725.16430213234986945169713,2024-07-06T11:56:00+00:00
1720267020000,-24725.16430213234986945169713,2024-07-06T11:57:00+00:00
1720267080000,-24725.16430213234986945169713,2024-07-06T11:58:00+00:00
1720267140000,-24725.17493213234986945169713,2024-07-06T11:59:00+00:00
1720267200000,-24725.14569963234986945169713,2024-07-06T12:00:00+00:00
1720267260000,-24725.12975463234986945169713,2024-07-06T12:01:00+00:00
1720267320000,-24725.11380963234986945169713,2024-07-06T12:02:00+00:00
1720267380000,-24725.12443963234986945169713,2024-07-06T12:03:00+00:00
1720267440000,-24725.12975463234986945169713,2024-07-06T12:04:00+00:00
1720267500000,-24725.12975463234986945169713,2024-07-06T12:05:00+00:00
1720267560000,-24725.13241213234986945169713,2024-07-06T12:06:00+00:00
1720267620000,-24725.14569963234986945169713,2024-07-06T12:07:00+00:00
1720267680000,-24725.13772713234986945169713,2024-07-06T12:08:00+00:00
1720267740000,-24725.13241213234986945169713,2024-07-06T12:09:00+00:00
1720267800000,-24725.13241213234986945169713,2024-07-06T12:10:00+00:00
1720267860000,-24725.12443963234986945169713,2024-07-06T12:11:00+00:00
1720267920000,-24725.11380963234986945169713,2024-07-06T12:12:00+00:00
1720267980000,-24725.11380963234986945169713,2024-07-06T12:13:00+00:00
1720268040000,-24725.11380963234986945169713,2024-07-06T12:14:00+00:00
1720268100000,-24725.11380963234986945169713,2024-07-06T12:15:00+00:00
1720268160000,-24725.11646713234986945169713,2024-07-06T12:16:00+00:00
1720268220000,-24725.11646713234986945169713,2024-07-06T12:17:00+00:00
1720268280000,-24725.09786463234986945169713,2024-07-06T12:18:00+00:00
1720268340000,-24725.09786463234986945169713,2024-07-06T12:19:00+00:00
1720268400000,-24725.10849463234986945169713,2024-07-06T12:20:00+00:00
1720268460000,-24725.07394713234986945169713,2024-07-06T12:21:00+00:00
1720268520000,-24725.06597463234986945169713,2024-07-06T12:22:00+00:00
1720268580000,-24725.09520713234986945169713,2024-07-06T12:23:00+00:00
1720268640000,-24725.11646713234986945169713,2024-07-06T12:24:00+00:00
1720268700000,-24725.10849463234986945169713,2024-07-06T12:25:00+00:00
1720268760000,-24725.12975463234986945169713,2024-07-06T12:26:00+00:00
1720268820000,-24725.11380963234986945169713,2024-07-06T12:27:00+00:00
1720268880000,-24725.11646713234986945169713,2024-07-06T12:28:00+00:00
1720268940000,-24725.13241213234986945169713,2024-07-06T12:29:00+00:00
1720269000000,-24725.12443963234986945169713,2024-07-06T12:30:00+00:00
1720269060000,-24725.12178213234986945169713,2024-07-06T12:31:00+00:00
1720269120000,-24725.11646713234986945169713,2024-07-06T12:32:00+00:00
1720269180000,-24725.11115213234986945169713,2024-07-06T12:33:00+00:00
1720269240000,-24725.13772713234986945169713,2024-07-06T12:34:00+00:00
1720269300000,-24725.11115213234986945169713,2024-07-06T12:35:00+00:00
1720269360000,-24725.12178213234986945169713,2024-07-06T12:36:00+00:00
1720269420000,-24725.12709713234986945169713,2024-07-06T12:37:00+00:00
1720269480000,-24725.12709713234986945169713,2024-07-06T12:38:00+00:00
1720269540000,-24725.14304213234986945169713,2024-07-06T12:39:00+00:00
1720269600000,-24725.14569963234986945169713,2024-07-06T12:40:00+00:00
1720269660000,-24725.16430213234986945169713,2024-07-06T12:41:00+00:00
1720269720000,-24725.16961713234986945169713,2024-07-06T12:42:00+00:00
1720269780000,-24725.16695963234986945169713,2024-07-06T12:43:00+00:00
1720269840000,-24725.15632963234986945169713,2024-07-06T12:44:00+00:00
1720269900000,-24725.18556213234986945169713,2024-07-06T12:45:00+00:00
1720269960000,-24725.19353463234986945169713,2024-07-06T12:46:00+00:00
1720270020000,-24725.20682213234986945169713,2024-07-06T12:47:00+00:00
1720270080000,-24725.21213713234986945169713,2024-07-06T12:48:00+00:00
1720270140000,-24725.19884963234986945169713,2024-07-06T12:49:00+00:00
1720270200000,-24725.17493213234986945169713,2024-07-06T12:50:00+00:00
1720270260000,-24725.18821963234986945169713,2024-07-06T12:51:00+00:00
1720270320000,-24725.20150713234986945169713,2024-07-06T12:52:00+00:00
1720270380000,-24725.19619213234986945169713,2024-07-06T12:53:00+00:00
1720270440000,-24725.17758963234986945169713,2024-07-06T12:54:00+00:00
1720270500000,-24725.16961713234986945169713,2024-07-06T12:55:00+00:00
1720270560000,-24725.14569963234986945169713,2024-07-06T12:56:00+00:00
